dataset,split_variant,model,training,checkpoint,eval_split,attack,n_seeds,precision,precision_std,recall,recall_std,mAP50,mAP50_std,mAP50-95,mAP50-95_std,selection_bias,source
RASMD,stratified (own),small,standard,best,test,pgd20,3,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,snua_go_weak,3,0.2511,0.0120,0.1225,0.0014,0.0935,0.0025,0.0416,0.0016,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,snua_go_medium,3,0.0499,0.0477,0.0237,0.0047,0.0081,0.0021,0.0039,0.0012,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,aria_medium,3,0.8196,0.0008,0.6933,0.0018,0.7342,0.0029,0.4665,0.0005,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,combined_medium,3,0.0389,0.0292,0.0236,0.0038,0.0082,0.0034,0.0036,0.0016,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,snua_go_strong,3,0.0020,0.0006,0.0010,0.0002,0.0003,0.0005,0.0001,0.0001,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,aria_strong,3,0.8119,0.0022,0.6893,0.0021,0.7240,0.0017,0.4563,0.0003,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,combined_strong,3,0.0018,0.0003,0.0010,0.0001,0.0001,0.0001,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,random_fpn_medium,3,0.5947,0.0478,0.2742,0.0190,0.2906,0.0130,0.1725,0.0063,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,random_radiometric_medium,3,0.8197,0.0008,0.6942,0.0010,0.7373,0.0019,0.4695,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,val,clean,1,0.8529,,0.7305,,0.7803,,0.5470,,,aggregate_results_table2.csv
RASMD,stratified (own),small,standard,last,test,clean,1,0.8302,,0.7297,,0.7543,,0.4995,,,aggregate_results_table2.csv
RASMD,stratified (own),small,standard,last,test,pgd20,3,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,snua_go_weak,3,0.3239,0.0113,0.1307,0.0023,0.1102,0.0047,0.0556,0.0048,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,snua_go_medium,3,0.1679,0.0539,0.0269,0.0020,0.0219,0.0016,0.0082,0.0007,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,aria_medium,3,0.8231,0.0019,0.7308,0.0018,0.7532,0.0017,0.4953,0.0019,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,combined_medium,3,0.1236,0.0504,0.0254,0.0025,0.0213,0.0023,0.0074,0.0007,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,snua_go_strong,3,0.1143,0.1967,0.0009,0.0003,0.0001,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,aria_strong,3,0.8111,0.0027,0.7251,0.0025,0.7429,0.0043,0.4843,0.0031,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,combined_strong,3,0.0579,0.0992,0.0008,0.0002,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,random_fpn_medium,3,0.6297,0.0132,0.2344,0.0047,0.2543,0.0090,0.1590,0.0044,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,test,random_radiometric_medium,3,0.8295,0.0051,0.7287,0.0040,0.7553,0.0011,0.4988,0.0017,,all_evals_results.csv
RASMD,stratified (own),small,standard,last,val,clean,1,0.7736,,0.7380,,0.7306,,0.5296,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,best,test,clean,1,0.7661,,0.6986,,0.7045,,0.4609,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,best,test,pgd20,1,0.5143,,0.1312,,0.1112,,0.0360,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,best,val,clean,1,0.7977,,0.7022,,0.7330,,0.4799,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,last,test,clean,1,0.8047,,0.6769,,0.7252,,0.4658,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,last,test,pgd20,1,0.5907,,0.1580,,0.1423,,0.0489,,,aggregate_results_table2.csv
RASMD,stratified (own),small,adversarial,last,val,clean,1,0.7449,,0.6974,,0.6860,,0.4751,,,aggregate_results_table2.csv
RASMD,stratified (own),small,pgd_at,best,test,clean,1,0.7661,,0.6986,,0.7045,,0.4609,,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,pgd20,3,0.4866,0.0144,0.1398,0.0024,0.1154,0.0008,0.0365,0.0002,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,snua_go_weak,3,0.4564,0.0387,0.2395,0.0072,0.2360,0.0041,0.1268,0.0010,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,snua_go_medium,3,0.3193,0.0203,0.1608,0.0073,0.1342,0.0029,0.0626,0.0020,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,aria_medium,3,0.7627,0.0034,0.7000,0.0035,0.7050,0.0011,0.4588,0.0003,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,combined_medium,3,0.3727,0.0587,0.1521,0.0058,0.1328,0.0041,0.0612,0.0022,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,snua_go_strong,3,0.1402,0.0198,0.0445,0.0037,0.0241,0.0034,0.0090,0.0019,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,aria_strong,3,0.7671,0.0139,0.6901,0.0096,0.6988,0.0014,0.4520,0.0013,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,combined_strong,3,0.1164,0.0201,0.0393,0.0048,0.0213,0.0036,0.0079,0.0014,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,random_fpn_medium,3,0.5843,0.0085,0.4156,0.0203,0.4438,0.0063,0.2708,0.0018,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,best,test,random_radiometric_medium,3,0.7606,0.0035,0.7024,0.0029,0.7070,0.0028,0.4610,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,clean,1,0.8047,,0.6769,,0.7252,,0.4658,,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,pgd20,3,0.6031,0.0160,0.1567,0.0024,0.1419,0.0025,0.0490,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,snua_go_weak,3,0.4802,0.0285,0.2550,0.0072,0.2407,0.0035,0.1338,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,snua_go_medium,3,0.4083,0.0264,0.1679,0.0046,0.1465,0.0016,0.0718,0.0015,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,aria_medium,3,0.7953,0.0121,0.6805,0.0081,0.7230,0.0008,0.4629,0.0002,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,combined_medium,3,0.4226,0.0417,0.1645,0.0086,0.1446,0.0021,0.0707,0.0011,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,snua_go_strong,3,0.1922,0.0145,0.0434,0.0010,0.0256,0.0003,0.0101,0.0001,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,aria_strong,3,0.7869,0.0078,0.6769,0.0057,0.7156,0.0017,0.4560,0.0009,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,combined_strong,3,0.2469,0.0374,0.0421,0.0021,0.0259,0.0018,0.0101,0.0008,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,random_fpn_medium,3,0.5813,0.0255,0.4164,0.0035,0.4401,0.0073,0.2765,0.0051,,all_evals_results.csv
RASMD,stratified (own),small,pgd_at,last,test,random_radiometric_medium,3,0.7956,0.0134,0.6827,0.0074,0.7240,0.0012,0.4650,0.0003,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,clean,1,0.8357,,0.7261,,0.7716,,0.5051,,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,pgd20,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_weak,3,0.6156,0.0042,0.6095,0.0069,0.5596,0.0037,0.3079,0.0015,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_medium,3,0.4925,0.0430,0.4011,0.0265,0.3733,0.0026,0.1843,0.0052,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_medium,3,0.8309,0.0020,0.7225,0.0014,0.7630,0.0027,0.4990,0.0018,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_medium,3,0.4812,0.0136,0.3978,0.0121,0.3659,0.0060,0.1791,0.0045,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_strong,3,0.3303,0.0133,0.1662,0.0005,0.1305,0.0047,0.0497,0.0011,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_strong,3,0.8198,0.0009,0.7154,0.0030,0.7514,0.0030,0.4873,0.0023,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_strong,3,0.3358,0.0409,0.1558,0.0062,0.1205,0.0032,0.0447,0.0009,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_fpn_medium,3,0.8203,0.0225,0.7209,0.0116,0.7539,0.0042,0.4930,0.0011,,all_evals_results.csv
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_radiometric_medium,3,0.8342,0.0027,0.7239,0.0012,0.7676,0.0022,0.5033,0.0017,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,clean,1,0.8636,,0.7123,,0.7573,,0.5025,,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,pgd20,3,0.1111,0.0962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_weak,3,0.8480,0.0006,0.7075,0.0006,0.7412,0.0003,0.4769,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_medium,3,0.8329,0.0023,0.6940,0.0013,0.7262,0.0012,0.4525,0.0003,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,aria_medium,3,0.8518,0.0077,0.7155,0.0035,0.7528,0.0008,0.4973,0.0011,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,combined_medium,3,0.8294,0.0022,0.6952,0.0028,0.7224,0.0009,0.4491,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_strong,3,0.7779,0.0082,0.6696,0.0125,0.6886,0.0050,0.4089,0.0011,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,aria_strong,3,0.8393,0.0022,0.7071,0.0030,0.7438,0.0012,0.4853,0.0008,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,combined_strong,3,0.7471,0.0182,0.6589,0.0085,0.6661,0.0021,0.3912,0.0042,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,random_fpn_medium,3,0.8585,0.0058,0.7154,0.0023,0.7564,0.0005,0.5014,0.0015,,all_evals_results.csv
RASMD,stratified (own),small,snua_at,robust_best,test,random_radiometric_medium,3,0.8397,0.0170,0.7265,0.0147,0.7558,0.0009,0.5019,0.0005,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,clean,1,0.8094,,0.7281,,0.7624,,0.4881,,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,pgd20,3,0.0556,0.0962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_weak,3,0.8078,0.0009,0.7063,0.0011,0.7412,0.0004,0.4637,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_medium,3,0.7884,0.0024,0.6982,0.0011,0.7157,0.0012,0.4370,0.0005,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,aria_medium,3,0.8132,0.0080,0.7238,0.0047,0.7609,0.0007,0.4851,0.0006,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,combined_medium,3,0.7875,0.0025,0.6967,0.0008,0.7122,0.0009,0.4320,0.0009,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_strong,3,0.7439,0.0104,0.6621,0.0038,0.6652,0.0016,0.3840,0.0005,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,aria_strong,3,0.8008,0.0111,0.7169,0.0063,0.7456,0.0037,0.4703,0.0010,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,combined_strong,3,0.7157,0.0338,0.6307,0.0073,0.6317,0.0105,0.3649,0.0030,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,random_fpn_medium,3,0.8161,0.0046,0.7236,0.0023,0.7637,0.0005,0.4889,0.0004,,all_evals_results.csv
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,random_radiometric_medium,3,0.8139,0.0099,0.7250,0.0046,0.7629,0.0016,0.4877,0.0003,,all_evals_results.csv
